GameID,IDTitle,IDRegion,IDCategory,Game,MatchType,MatchScore,Resolution,Backend,Playability,InternalResolution,GraphicsBackend,SkipBufferEffects,AnisotropyLevel,TextureBackoffCache,SplineBezierQuality,SkipGPUReadbacks,CPUSpeed,FrameSkip,AutoFrameSkip,TexScalingType,TexScalingLevel,NotesParsed,NotesOriginal
UCUS98706,Jeanne d'Arc,USA,Demos,Jeanne D'Arc,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
UCUS98711,Patapon,USA,Games,Patapon,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Runs natively @30 FPS. Set 'Buffer Graphics Commands' to 'No Buffer' for lower latency as this is rhythm game. You can also push to 3x resolution with a 1-2 lightweight PSP Shaders.
UCUS98712,WipEout Pulse,USA,Games,WipEout Pulse,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Vulkan has graphical glitches that aren't worth any performance gains
UCUS98713,God of War: Chains of Olympus: Battle of Attica,USA,Demos,God of War: Chains of Olympus,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,333,1,False,,,CPUSpeed=333;Playability=Frameskip1,333MHz CPU clock. Set number of frames to off and auto frameskip on for a stable 30fps (with cheat active). Using magic may cause drops below 30fps
UCUS98716,SOCOM: U.S. Navy SEALs: Fireteam Bravo 3,USA,Games,SOCOM US Navy Seals: Fireteam Bravo 3,partial,0.804,2x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Graphical glitches with both renderers
UCUS98721,Patapon,USA,Demos,Patapon,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Runs natively @30 FPS. Set 'Buffer Graphics Commands' to 'No Buffer' for lower latency as this is rhythm game. You can also push to 3x resolution with a 1-2 lightweight PSP Shaders.
UCUS98737,God of War: Ghost of Sparta,USA,Games,God of War: Ghost of Sparta,exact,2.000,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,Playability=Frameskip1,Runs at 30fps
UCUS98744,LittleBigPlanet,USA,Games,LittleBigPlanet,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
UCUS98758,MLB 11: The Show,USA,Games,MLB 11: The Show,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
UCUS98764,Daxter,USA,Games,Daxter,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
UCUS98919,Metal Gear Solid: Peace Walker,USA,Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULAS42009,Coded Arms,Asia,Games,Coded Arms,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULAS42019,Burnout Legends,Asia,Games,Burnout Legends,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x resolution depending on the stage
ULAS42031,Need for Speed: Most Wanted: 5-1-0,Asia,Games,Need for Speed: Most Wanted 5-1-0,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULAS42080,Need for Speed: Carbon: Own the City,Asia,Games,Need for Speed: Carbon: Own the City,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULAS42085,The Sims 2: Pets,Asia,Games,The Sims 2: Pets,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can stutter when loading in new areas
ULAS42095,Burnout Dominator,Asia,Games,Burnout Dominator,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 2x resolution most of the time
ULAS42099,Coded Arms: Contagion,Asia,Games,Coded Arms,variant,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULAS42120,Medal of Honor: Heroes 2,Asia,Games,Medal of Honor Heroes 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULAS42149,Monster Hunter Portable 2nd G,"Japan, Asia",Games,Monster Hunter Portable 2nd G,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULAS42214,Tekken 6,Asia,Games,Tekken 6,exact,2.000,SBE,Vulkan,Playable with frameskip of 1 (close to full speed),,3,True,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULAS42218,Metal Gear Solid: Peace Walker,"Japan, Asia",Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULAS42260,Monster Hunter Portable 3rd,"Japan, Asia",Games,Monster Hunter Portable 3rd,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULED01244,Monster Hunter Freedom Unite,Europe,Demos,Monster Hunter Freedom Unite,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00022,Spider-Man 2,Europe,Games,Spider-Man 2,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00023,Spider-Man 2,Europe,Games,Spider-Man 2,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00025,Need for Speed: Underground Rivals,"Europe, Australia",Games,Need for Speed: Underground Rivals,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00026,Dynasty Warriors,Europe,Games,Dynasty Warriors Strikeforce,superset,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00036,NFL Street 2: Unleashed,Europe,Games,NFL Street 2,variant,0.875,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00043,Lumines: Puzzle Fusion,Europe,Games,Lumines: Puzzle Fusion,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00046,Untold Legends: Brotherhood of the Blade,Europe,Games,Untold Legends Brotherhood of The Blade,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00108,Midnight Club 3: DUB Edition,Europe,Games,Midnight Club 3: Dub Edition,exact,2.000,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULES00118,Dynasty Warriors,France,Games,Dynasty Warriors Strikeforce,superset,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00119,Dynasty Warriors,Germany,Games,Dynasty Warriors Strikeforce,superset,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00124,Coded Arms,Europe,Games,Coded Arms,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULES00125,Burnout Legends,Europe,Games,Burnout Legends,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x resolution depending on the stage
ULES00126,Virtua Tennis: World Tour,Europe,Games,Virtua Tennis: World Tour,exact,2.000,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Frameskip = 1, constant 30fps"
ULES00151,Grand Theft Auto: Liberty City Stories,Europe,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULES00182,Grand Theft Auto: Liberty City Stories,Germany,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULES00196,Need for Speed: Most Wanted: 5-1-0,Europe,Games,Need for Speed: Most Wanted 5-1-0,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00210,Harry Potter and the Goblet of Fire,Europe,Games,Harry Potter and the Goblet of Fire,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00211,The Sims 2,Europe,Games,The Sims 2,exact,2.000,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Auto frameskip = 1, very stable gameplay. PSP clock set to Auto"
ULES00215,Harry Potter and the Goblet of Fire,Europe,Games,Harry Potter and the Goblet of Fire,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00216,Harry Potter and the Goblet of Fire,Europe,Games,Harry Potter and the Goblet of Fire,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00229,Stealth + WipEout Pure,Europe,Demos,WipEout Pure,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULES00230,Stealth + WipEout Pure,Germany,Demos,WipEout Pure,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULES00231,Furtif + WipEout Pure,France,Demos,WipEout Pure,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULES00232,Stealth + WipEout Pure,Australia,Demos,WipEout Pure,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULES00235,Street Fighter Alpha 3 Max,Europe,Games,Street Fighter Alpha 3 Max,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,True,83,0,False,,,SkipGPUReadbacks=True;CPUSpeed=83;Playability=NoFrameskip,"83MHz underclock, force real clock sync, skip GPU readbacks, 30fps cheat enabled (fixes slowdown during cutscenes). Can get as slow as 10fps in some areas, don't count on it"
ULES00251,Mega Man: Maverick Hunter X,Europe,Games,Mega Man Maverick Hunter X,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00256,Viewtiful Joe: Red Hot Rumble,Europe,Games,Viewtiful Joe: Red Hot Rumble,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00260,Pac-Man World 3,Europe,Games,Pac-Man World 3,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00262,OutRun 2006: Coast 2 Coast,Europe,Games,OutRun 2006: Coast 2 Coast,exact,2.000,2x,Vulkan,Playable with frameskip of 1 (close to full speed),2,3,,0,True,0,True,333,1,False,,,SkipGPUReadbacks=True;FrameSkip=1;CPUSpeed=333;Playability=Frameskip1,"333MHz PSP clock, frameskip 1, skip GPU readbacks, force real clock sync, aggressively lower effects resolution"
ULES00264,FIFA Street 2,Europe,Games,FIFA Street 2,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00280,Nickelodeon SpongeBob SquarePants: The Yellow Avenger,Europe,Games,Nickelodeon SpongeBob SquarePants: The Yellow Avenger,exact,2.000,1x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,0,,0,True,0,,111,2,False,,,FrameSkip=2;Playability=Frameskip1,"90% speed with frameskip 2, Vulkan has better performance (~75% speed without frameskip) but rendering breaks with frameskip. Don't bother, just play the NDS version if you absolutely must"
ULES00288,007: From Russia with Love,"Europe, Australia",Games,007: From Russia with Love,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,True,111,0,False,,,SkipGPUReadbacks=True;TextureBackoffCache=True;SplineBezierQuality=0;Playability=NoFrameskip,Runs at constant 60fps.  use power profile. Skip GPU Readbacks  Lazy texture caching and Spline low.
ULES00290,007: From Russia with Love,UK,Games,007: From Russia with Love,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,True,111,0,False,,,SkipGPUReadbacks=True;TextureBackoffCache=True;SplineBezierQuality=0;Playability=NoFrameskip,Runs at constant 60fps.  use power profile. Skip GPU Readbacks  Lazy texture caching and Spline low.
ULES00309,Dragon Ball Z: Shin Budokai,Europe,Games,Dragon Ball Z: Shin Budokai,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00318,Monster Hunter Freedom,"Europe, Australia",Games,Monster Hunter Freedom,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00339,Me & My Katamari,Europe,Games,Me and My Katamari,partial,1.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00375,Miami Vice: The Game,Europe,Games,Miami Vice,variant,0.833,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,Autoframeskip set to 1
ULES00376,Miami Vice: The Game,Russia,Games,Miami Vice,variant,0.833,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,Autoframeskip set to 1
ULES00383,Gitaroo Man Lives!,Europe,Games,Gitaroo Man Lives!,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00390,Def Jam: Fight for NY: The Takeover,Europe,Games,Def Jam Fight for NY The Takeover,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00419,Ultimate Ghosts'n Goblins,Europe,Games,Ultimate Ghosts'n Goblins,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00469,Bomberman,Europe,Games,Bomberman,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00483,The Warriors,Europe,Games,The Warriors,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00484,Gun Showdown,Europe,Games,Gun Showdown,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00485,Gun Showdown,Germany,Games,Gun Showdown,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00502,Grand Theft Auto: Vice City Stories,Europe,Games,Grand Theft Auto: Vice City Stories,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00503,Grand Theft Auto: Vice City Stories,Germany,Games,Grand Theft Auto: Vice City Stories,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00507,Open Season,Europe,Games,Open Season,exact,2.000,1x,Vulkan,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,3,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00508,Open Season,Europe,Games,Open Season,exact,2.000,1x,Vulkan,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,3,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00542,Marvel: Ultimate Alliance,Europe,Games,Marvel: Ultimate Alliance,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Autoframeskip set to 1
ULES00569,Dungeon Siege: Throne of Agony,Europe,Games,Dungeon Siege: Throne of Agony,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00576,Need for Speed: Carbon: Own the City,Europe,Games,Need for Speed: Carbon: Own the City,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00577,Need for Speed: Carbon: Own the City,Europe,Games,Need for Speed: Carbon: Own the City,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00595,The Sims 2: Pets,Europe,Games,The Sims 2: Pets,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can stutter when loading in new areas
ULES00596,The Sims 2: Pets,Europe,Games,The Sims 2: Pets,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can stutter when loading in new areas
ULES00609,Justice League Heroes,Europe,Games,Justice League Heroes,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00622,Sonic Rivals,Europe,Games,Sonic Rivals,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00625,Tony Hawk's Project 8,Europe,Games,Tony Hawk's Project 8,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Reset PSP clock speed to stabilise FPS. Can push 3x with Vulkan but with some graphical glitches and screen tearing
ULES00626,Tony Hawk's Project 8,Europe,Games,Tony Hawk's Project 8,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Reset PSP clock speed to stabilise FPS. Can push 3x with Vulkan but with some graphical glitches and screen tearing
ULES00637,Test Drive Unlimited,Europe,Games,Test Drive Unlimited,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,"Enable ""Performance/Rendering Resolution fix"" cheat. Can increase the framerate to 30fps, may need to decrease resolution to 2x to weed out any framedips"
ULES00643,Call of Duty: Roads to Victory,Europe,Games,Call of Duty: Roads to Victory,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,333,1,False,,,CPUSpeed=333;Playability=Frameskip1,Emulated PSP clock speed 333MHz. Runs at 30fps with slowdowns in more intense scenes
ULES00644,Call of Duty: Roads to Victory,Germany,Games,Call of Duty: Roads to Victory,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,333,1,False,,,CPUSpeed=333;Playability=Frameskip1,Emulated PSP clock speed 333MHz. Runs at 30fps with slowdowns in more intense scenes
ULES00658,Innocent Life: A Futuristic Harvest Moon,Europe,Games,Innocent Life:A futuristic Harvest Moon,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00661,Final Armada,Europe,Games,Final Armada,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,
ULES00703,Burnout Dominator,Europe,Games,Burnout Dominator,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 2x resolution most of the time
ULES00705,Pac-Man Rally,Europe,Preproduction,Pac-Man World Rally,superset,0.875,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can run at 30fps with cheats
ULES00718,Coded Arms: Contagion,Europe,Games,Coded Arms,variant,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULES00750,Burnout Dominator,Europe,Games,Burnout Dominator,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 2x resolution most of the time
ULES00837,Tales of the World: Radiant Mythology,Europe,Games,Tales of The World: Radiant Mythology,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00841,Castlevania: The Dracula X Chronicles,Europe,Games,Castlevania: The Dracula X Chronicles,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00850,Final Fantasy Tactics: The War of the Lions,Europe,Games,Final Fantasy Tactics: The War of the Lions,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,3x can still do speed up to ~150% speed if you want to use fast forward.
ULES00861,Star Wars Battlefront: Renegade Squadron,Europe,Games,Star Wars Battlefront Renegade Squadron,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00905,Ben 10: Protector of Earth,Europe,Games,Ben 10 Protector of Earth,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00906,Ben 10: Protector of Earth,Europe,Games,Ben 10 Protector of Earth,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00915,Crash of the Titans,Europe,Games,Crash of the Titans,exact,2.000,SBE,OpenGL,Playable with frameskip of 1 (close to full speed),,0,True,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,111MHz system clock.
ULES00916,Crash of the Titans,Europe,Games,Crash of the Titans,exact,2.000,SBE,OpenGL,Playable with frameskip of 1 (close to full speed),,0,True,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,111MHz system clock.
ULES00917,Crash of the Titans,Europe,Games,Crash of the Titans,exact,2.000,SBE,OpenGL,Playable with frameskip of 1 (close to full speed),,0,True,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,111MHz system clock.
ULES00918,Crash of the Titans,Europe,Games,Crash of the Titans,exact,2.000,SBE,OpenGL,Playable with frameskip of 1 (close to full speed),,0,True,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,111MHz system clock.
ULES00928,Juiced 2: Hot Import Nights,Europe,Games,Juiced 2 - Hot Import Nights,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Runs at near-constant 30fps, use AutoSkip to smoothen the gameplay.  Use Power profile."
ULES00938,Spider-Man 3,Europe,Games,Spider-Man 3,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,
ULES00940,Sonic Rivals 2,Europe,Games,Sonic Rivals 2,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES00945,The Sims 2: Castaway,Europe,Games,The Sims 2,variant,0.833,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Auto frameskip = 1, very stable gameplay. PSP clock set to Auto"
ULES00955,Medal of Honor: Heroes 2,Europe,Games,Medal of Honor Heroes 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00956,Medal of Honor: Heroes 2,Europe,Games,Medal of Honor Heroes 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00981,Star Wars: The Force Unleashed,Europe,Games,Star Wars: The Force Unleashed,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULES00982,Star Wars: The Force Unleashed,Europe,Games,Star Wars: The Force Unleashed,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULES00988,Medal of Honor: Heroes 2,Australia,Games,Medal of Honor Heroes 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES00999,Disgaea: Afternoon of Darkness,Europe,Games,Disgaea: Afternoon of Darkness,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01044,Crisis Core: Final Fantasy VII,Europe,Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
